Date,Ticker,Open,High,Low,Close,Volume,Dividends,Stock,Stock Splits
2025-03-12,ASML.AS,639.7999877929688,654.0999755859375,634.0,645.5,806867,0.0,,0.0
2025-03-13,ASML.AS,639.5,651.7999877929688,638.2000122070312,642.4000244140625,763405,0.0,,0.0
2025-03-14,ASML.AS,644.9000244140625,660.4000244140625,644.2000122070312,655.7000122070312,630478,0.0,,0.0
2025-03-17,ASML.AS,652.5,665.7999877929688,650.0,661.2999877929688,616812,0.0,,0.0
2025-03-18,ASML.AS,665.0,674.9000244140625,659.7999877929688,665.9000244140625,631607,0.0,,0.0
2025-03-19,ASML.AS,666.0999755859375,675.5,661.2999877929688,673.0999755859375,642781,0.0,,0.0
2025-03-20,ASML.AS,676.0,686.7999877929688,669.2000122070312,672.5,749026,0.0,,0.0
2025-03-21,ASML.AS,666.5999755859375,670.9000244140625,656.0999755859375,660.7000122070312,1709687,0.0,,0.0
2024-12-05,SAP.DE,241.25,242.5,239.75,241.35000610351562,1744989,0.0,,0.0
2024-12-06,SAP.DE,240.64999389648438,242.10000610351562,238.89999389648438,242.0,1154210,0.0,,0.0
2024-12-09,SAP.DE,240.5,241.85000610351562,238.60000610351562,240.5,1492120,0.0,,0.0
2024-12-10,SAP.DE,240.5,240.5,240.5,240.5,0,0.0,,0.0
2024-12-11,SAP.DE,239.5,240.0,233.89999389648438,238.60000610351562,2172229,0.0,,0.0
2024-12-12,SAP.DE,238.0,242.10000610351562,237.85000610351562,241.5,1375884,0.0,,0.0
2024-12-13,SAP.DE,241.4499969482422,243.39999389648438,239.6999969482422,241.0500030517578,1450121,0.0,,0.0
2024-12-16,SAP.DE,239.5,241.8000030517578,237.25,240.64999389648438,1275144,0.0,,0.0
2024-12-17,SAP.DE,239.25,241.0500030517578,238.39999389648438,239.0500030517578,1365340,0.0,,0.0
2024-12-18,SAP.DE,238.9499969482422,241.5,238.75,240.3000030517578,1260084,0.0,,0.0
2024-12-19,SAP.DE,238.89999389648438,239.25,235.85000610351562,237.0500030517578,2125530,0.0,,0.0
2024-12-20,SAP.DE,235.0,238.6999969482422,232.25,236.75,5083929,0.0,,0.0
2024-12-23,SAP.DE,236.1999969482422,237.60000610351562,234.9499969482422,236.35000610351562,1010585,0.0,,0.0
2024-12-27,SAP.DE,241.39999389648438,241.39999389648438,237.9499969482422,239.5,1478656,0.0,,0.0
2024-12-30,SAP.DE,238.5500030517578,238.5500030517578,235.75,236.3000030517578,723232,0.0,,0.0
2025-01-02,SAP.DE,236.3000030517578,238.9499969482422,235.10000610351562,238.5500030517578,1327871,0.0,,0.0
2025-01-03,SAP.DE,237.0,237.64999389648438,234.35000610351562,234.85000610351562,934542,0.0,,0.0
2025-01-06,SAP.DE,235.14999389648438,239.25,234.35000610351562,239.25,1532023,0.0,,0.0
2025-01-07,SAP.DE,239.3000030517578,244.4499969482422,239.25,243.3000030517578,1698060,0.0,,0.0
2025-01-08,SAP.DE,242.64999389648438,248.60000610351562,242.64999389648438,244.75,1333654,0.0,,0.0
2025-01-09,SAP.DE,244.75,246.4499969482422,244.0500030517578,245.14999389648438,641680,0.0,,0.0
2025-01-10,SAP.DE,244.14999389648438,247.60000610351562,244.0500030517578,245.85000610351562,1377087,0.0,,0.0
2025-01-13,SAP.DE,244.10000610351562,245.89999389648438,242.10000610351562,243.89999389648438,1209566,0.0,,0.0
2025-01-14,SAP.DE,244.3000030517578,248.6999969482422,243.6999969482422,247.39999389648438,1156901,0.0,,0.0
2025-01-15,SAP.DE,248.3000030517578,254.3000030517578,246.0,253.60000610351562,1857979,0.0,,0.0
2025-01-16,SAP.DE,254.6999969482422,256.1499938964844,253.3000030517578,255.0500030517578,1248145,0.0,,0.0
2025-01-17,SAP.DE,254.5,256.8500061035156,253.5,256.8500061035156,1876721,0.0,,0.0
2025-01-20,SAP.DE,256.0,256.70001220703125,254.9499969482422,256.0,943928,0.0,,0.0
2025-01-21,SAP.DE,256.0,256.0,256.0,256.0,0,0.0,,0.0
2025-01-22,SAP.DE,259.0,264.1000061035156,258.3999938964844,262.29998779296875,1458993,0.0,,0.0
2025-01-23,SAP.DE,259.79998779296875,263.1499938964844,259.54998779296875,262.3999938964844,1623949,0.0,,0.0
2025-01-24,SAP.DE,262.3999938964844,262.3999938964844,262.3999938964844,262.3999938964844,0,0.0,,0.0
2025-01-27,SAP.DE,260.0,263.1000061035156,256.45001220703125,261.3999938964844,1964517,0.0,,0.0
2025-01-28,SAP.DE,269.0,269.6000061035156,256.95001220703125,262.6000061035156,2447899,0.0,,0.0
2025-01-29,SAP.DE,263.6000061035156,269.3500061035156,260.79998779296875,267.20001220703125,1639089,0.0,,0.0
2025-01-30,SAP.DE,268.54998779296875,269.0,264.3999938964844,268.04998779296875,1245165,0.0,,0.0
2025-01-31,SAP.DE,268.5,269.8500061035156,267.6000061035156,268.5,1625440,0.0,,0.0
2025-02-03,SAP.DE,261.3999938964844,265.8500061035156,260.6000061035156,263.1499938964844,2065204,0.0,,0.0
2025-02-04,SAP.DE,263.1499938964844,267.5,262.5,267.29998779296875,1081908,0.0,,0.0
2025-02-05,SAP.DE,266.25,271.1000061035156,265.75,270.79998779296875,957952,0.0,,0.0
2025-02-06,SAP.DE,272.3500061035156,273.75,269.75,273.6499938964844,1271242,0.0,,0.0
2025-02-07,SAP.DE,273.45001220703125,274.45001220703125,270.5,271.0,1240718,0.0,,0.0
2025-02-10,SAP.DE,271.0,271.0,271.0,271.0,0,0.0,,0.0
2025-02-11,SAP.DE,272.29998779296875,278.3500061035156,272.04998779296875,278.3500061035156,1661414,0.0,,0.0
2025-02-12,SAP.DE,279.5,280.6499938964844,276.20001220703125,279.1499938964844,1571018,0.0,,0.0
2025-02-13,SAP.DE,277.79998779296875,281.3500061035156,276.29998779296875,280.29998779296875,1604414,0.0,,0.0
2025-02-14,SAP.DE,279.5,280.70001220703125,276.04998779296875,276.95001220703125,1531310,0.0,,0.0
2025-02-17,SAP.DE,276.95001220703125,280.20001220703125,275.95001220703125,280.1000061035156,694626,0.0,,0.0
2025-02-18,SAP.DE,279.45001220703125,280.95001220703125,277.3500061035156,278.3500061035156,1004027,0.0,,0.0
2025-02-19,SAP.DE,283.25,283.5,275.3500061035156,276.29998779296875,1348986,0.0,,0.0
2025-02-20,SAP.DE,277.0,278.29998779296875,274.29998779296875,274.95001220703125,1100167,0.0,,0.0
2025-02-21,SAP.DE,273.70001220703125,276.5,273.20001220703125,273.6000061035156,1741545,0.0,,0.0
2025-02-24,SAP.DE,273.95001220703125,275.8500061035156,270.8999938964844,274.29998779296875,1391375,0.0,,0.0
2025-02-25,SAP.DE,271.6000061035156,274.6499938964844,269.8999938964844,272.3999938964844,1531017,0.0,,0.0
2025-02-26,SAP.DE,274.04998779296875,275.6000061035156,272.8500061035156,275.20001220703125,1318253,0.0,,0.0
2025-02-27,SAP.DE,269.95001220703125,273.95001220703125,266.6499938964844,267.5,1909796,0.0,,0.0
2025-02-28,SAP.DE,265.1499938964844,267.1499938964844,262.25,265.29998779296875,2933951,0.0,,0.0
2025-03-03,SAP.DE,263.95001220703125,274.6000061035156,262.8999938964844,271.54998779296875,1926257,0.0,,0.0
2025-03-04,SAP.DE,266.95001220703125,269.45001220703125,258.95001220703125,258.95001220703125,2328384,0.0,,0.0
2025-03-05,SAP.DE,264.45001220703125,267.5,262.79998779296875,264.70001220703125,1803420,0.0,,0.0
2025-03-06,SAP.DE,265.1499938964844,266.79998779296875,256.75,261.3500061035156,2280232,0.0,,0.0
2025-03-07,SAP.DE,255.5500030517578,259.45001220703125,253.75,254.35000610351562,2248943,0.0,,0.0
2025-03-10,SAP.DE,254.25,254.9499969482422,240.1999969482422,242.1999969482422,3105826,0.0,,0.0
2025-03-11,SAP.DE,241.8000030517578,242.4499969482422,237.9499969482422,238.64999389648438,2824964,0.0,,0.0
2025-03-12,SAP.DE,238.64999389648438,243.3000030517578,236.6999969482422,242.5500030517578,2400746,0.0,,0.0
2025-03-13,SAP.DE,240.75,244.14999389648438,234.9499969482422,236.89999389648438,2178182,0.0,,0.0
2025-03-14,SAP.DE,236.5500030517578,242.9499969482422,234.89999389648438,242.60000610351562,1755926,0.0,,0.0
2025-03-17,SAP.DE,242.60000610351562,242.60000610351562,242.60000610351562,242.60000610351562,0,0.0,,0.0
2025-03-18,SAP.DE,248.39999389648438,249.8000030517578,243.6999969482422,246.6999969482422,1960463,0.0,,0.0
2025-03-19,SAP.DE,246.75,249.10000610351562,244.5,248.35000610351562,1528343,0.0,,0.0
2025-03-20,SAP.DE,250.60000610351562,252.39999389648438,246.9499969482422,250.14999389648438,2172782,0.0,,0.0
2025-03-21,SAP.DE,249.0500030517578,251.9499969482422,247.35000610351562,251.9499969482422,6042210,0.0,,0.0
2024-12-05,SIE.DE,187.5322884581757,189.07616800159337,187.14143929449978,188.64622497558594,1043254,0.0,,0.0
2024-12-06,SIE.DE,188.09902879420983,189.87742676867163,187.68863270239706,189.27159118652344,873099,0.0,,0.0
2024-12-09,SIE.DE,191.0695250866018,191.18679176518734,188.97845072276348,189.7015380859375,1370113,0.0,,0.0
2024-12-10,SIE.DE,189.7015380859375,189.7015380859375,189.7015380859375,189.7015380859375,0,0.0,,0.0
2024-12-11,SIE.DE,188.97844550777694,192.2030032460047,188.7243950460757,191.04998779296875,1300207,0.0,,0.0
2024-12-12,SIE.DE,191.2258590137485,191.8121476409712,188.8807343247361,189.56472778320312,985700,0.0,,0.0
2024-12-13,SIE.DE,189.36931038064273,190.19010256187985,185.91023418695247,187.004638671875,1054754,0.0,,0.0
2024-12-16,SIE.DE,187.0828085588321,188.0599463526191,185.4607562427602,185.9688720703125,918390,0.0,,0.0
2024-12-17,SIE.DE,185.34349796870916,189.66246033373434,185.2262461993214,188.50942993164062,1124718,0.0,,0.0
2024-12-18,SIE.DE,187.88406133125235,191.71443984731368,187.23914678310456,190.26828002929688,1342816,0.0,,0.0
2024-12-19,SIE.DE,186.67240511762597,188.60714876276208,185.10899353027344,185.10899353027344,1145774,0.0,,0.0
2024-12-20,SIE.DE,183.44785152486008,185.28486040589308,182.21664838412795,184.93309020996094,2404040,0.0,,0.0
2024-12-23,SIE.DE,184.8353926819563,185.83206251819763,183.89733381909056,184.6595001220703,788599,0.0,,0.0
2024-12-27,SIE.DE,183.50648403976325,185.34349298720556,183.1937927832132,185.2653350830078,684363,0.0,,0.0
2024-12-30,SIE.DE,185.2653350830078,185.2653350830078,185.2653350830078,185.2653350830078,0,0.0,,0.0
2025-01-02,SIE.DE,184.15139555235734,185.65618119747933,182.4902493715862,184.79629516601562,970926,0.0,,0.0
2025-01-03,SIE.DE,184.2686471554241,184.7181221915217,181.9430544323311,182.50979614257812,723321,0.0,,0.0
2025-01-06,SIE.DE,183.3892183269237,189.60381543907312,182.9983691641228,188.665771484375,1183373,0.0,,0.0
2025-01-07,SIE.DE,188.9979978650128,190.26828002986952,188.02086003203684,189.11524963378906,1224827,0.0,,0.0
2025-01-08,SIE.DE,189.11524963378906,189.11524963378906,189.11524963378906,189.11524963378906,0,0.0,,0.0
2025-01-09,SIE.DE,190.34644984965982,192.41797725178228,189.193419471728,192.1053009033203,809579,0.0,,0.0
2025-01-10,SIE.DE,191.51900562590376,192.5938631520657,189.4670103159362,190.0532989501953,902257,0.0,,0.0
2025-01-13,SIE.DE,188.95891299917378,189.54518673464963,186.55514744489784,188.7634735107422,1055037,0.0,,0.0
2025-01-14,SIE.DE,190.1510176060789,191.47992558085912,189.36930440151303,189.52565002441406,770065,0.0,,0.0
2025-01-15,SIE.DE,189.5061066704171,192.69157051996032,188.52896887375408,191.10861206054688,1225824,0.0,,0.0
2025-01-16,SIE.DE,192.65248721912803,192.67201923946388,189.64290108415784,190.69821166992188,1227857,0.0,,0.0
2025-01-17,SIE.DE,192.3007218657967,196.30697789657899,192.1443762395382,196.2581329345703,2011909,0.0,,0.0
2025-01-20,SIE.DE,196.40470338177255,198.16355445374657,196.25813867158305,197.18641662597656,970799,0.0,,0.0
2025-01-21,SIE.DE,197.18641662597656,197.18641662597656,197.18641662597656,197.18641662597656,0,0.0,,0.0
2025-01-22,SIE.DE,200.55753712751135,203.48895058126303,200.4109724187997,202.41409301757812,1244744,0.0,,0.0
2025-01-23,SIE.DE,203.29352382271946,204.61265091681807,202.31638601526583,204.2218017578125,1072433,0.0,,0.0
2025-01-24,SIE.DE,204.2218017578125,204.2218017578125,204.2218017578125,204.2218017578125,0,0.0,,0.0
2025-01-27,SIE.DE,196.60012290681382,198.40783380565193,192.75019757886824,196.79554748535156,1966039,0.0,,0.0
2025-01-28,SIE.DE,197.03983674731515,197.28412120393713,193.29741199261355,195.47642517089844,1195988,0.0,,0.0
2025-01-29,SIE.DE,197.18640696987808,199.58039154869465,196.74669795090185,198.7009735107422,1051615,0.0,,0.0
2025-01-30,SIE.DE,200.16667894539364,203.0003725256997,199.23838613224655,200.45980834960938,900923,0.0,,0.0
2025-01-31,SIE.DE,201.29038281430036,202.9515140594208,199.8735360143429,202.7072296142578,1153092,0.0,,0.0
2025-02-03,SIE.DE,196.64898013760242,198.1635466933209,195.0367087488972,197.47955322265625,1495283,0.0,,0.0
2025-02-04,SIE.DE,197.52840468710448,199.0429712926847,195.42756433448474,197.2352752685547,836891,0.0,,0.0
2025-02-05,SIE.DE,195.4275645380435,196.64898681640625,194.64585129790333,196.64898681640625,1007329,0.0,,0.0
2025-02-06,SIE.DE,198.26124955454625,203.73322708532197,197.08868720079124,203.29351806640625,1652373,0.0,,0.0
2025-02-07,SIE.DE,203.44008294974677,204.46608060141918,201.68123196258543,202.7072296142578,1248073,0.0,,0.0
2025-02-10,SIE.DE,202.7072296142578,202.7072296142578,202.7072296142578,202.7072296142578,0,0.0,,0.0
2025-02-11,SIE.DE,205.93179203938516,209.98690795898438,205.44322313774958,209.98690795898438,1872641,0.0,,0.0
2025-02-12,SIE.DE,208.57005909080831,209.59605675621825,205.15007681273482,207.2020721435547,1994142,0.0,,0.0
2025-02-13,SIE.DE,221.76141585195353,222.8851332432091,215.89858918086452,222.24998474121094,3411480,0.0,,0.0
2025-02-14,SIE.DE,227.14999389648438,227.14999389648438,222.5,225.1999969482422,2638501,5.2,,0.0
2025-02-17,SIE.DE,224.1999969482422,227.0,224.1999969482422,227.0,1113198,0.0,,0.0
2025-02-18,SIE.DE,227.0,227.89999389648438,225.14999389648438,226.1999969482422,1196666,0.0,,0.0
2025-02-19,SIE.DE,225.85000610351562,228.3000030517578,220.35000610351562,220.35000610351562,1493623,0.0,,0.0
2025-02-20,SIE.DE,222.1999969482422,224.10000610351562,220.6999969482422,221.25,999655,0.0,,0.0
2025-02-21,SIE.DE,222.14999389648438,223.4499969482422,220.39999389648438,221.4499969482422,1174940,0.0,,0.0
2025-02-24,SIE.DE,225.5,225.5,216.6999969482422,218.10000610351562,1278282,0.0,,0.0
2025-02-25,SIE.DE,215.5,218.5,215.10000610351562,216.60000610351562,1200879,0.0,,0.0
2025-02-26,SIE.DE,221.0,224.39999389648438,220.25,223.4499969482422,1369236,0.0,,0.0
2025-02-27,SIE.DE,221.64999389648438,222.39999389648438,218.0500030517578,220.60000610351562,1245449,0.0,,0.0
2025-02-28,SIE.DE,217.64999389648438,221.25,217.3000030517578,221.1999969482422,2048211,0.0,,0.0
2025-03-03,SIE.DE,221.5,227.9499969482422,219.39999389648438,225.9499969482422,1960916,0.0,,0.0
2025-03-04,SIE.DE,219.6999969482422,220.75,213.14999389648438,213.3000030517578,1853495,0.0,,0.0
2025-03-05,SIE.DE,230.0,232.6999969482422,223.10000610351562,231.5500030517578,2532410,0.0,,0.0
2025-03-06,SIE.DE,233.85000610351562,244.85000610351562,232.5,243.0,3244035,0.0,,0.0
2025-03-07,SIE.DE,238.5500030517578,240.85000610351562,232.5500030517578,234.3000030517578,2291166,0.0,,0.0
2025-03-10,SIE.DE,235.14999389648438,236.3000030517578,222.5500030517578,228.39999389648438,2253919,0.0,,0.0
2025-03-11,SIE.DE,231.89999389648438,232.25,223.1999969482422,223.1999969482422,2165962,0.0,,0.0
2025-03-12,SIE.DE,227.3000030517578,231.5,226.14999389648438,226.85000610351562,1997301,0.0,,0.0
2025-03-13,SIE.DE,226.1999969482422,227.9499969482422,223.39999389648438,226.5,1710590,0.0,,0.0
2025-03-14,SIE.DE,224.8000030517578,233.5500030517578,224.1999969482422,231.75,2021093,0.0,,0.0
2025-03-17,SIE.DE,232.3000030517578,234.3000030517578,229.6999969482422,234.3000030517578,1563276,0.0,,0.0
2025-03-18,SIE.DE,236.5500030517578,241.89999389648438,235.5,237.0,1599468,0.0,,0.0
2025-03-19,SIE.DE,231.0,240.6999969482422,230.35000610351562,236.6999969482422,1519743,0.0,,0.0
2025-03-20,SIE.DE,236.25,239.60000610351562,233.8000030517578,234.4499969482422,1464122,0.0,,0.0
2025-03-21,SIE.DE,232.25,233.3000030517578,227.14999389648438,228.85000610351562,3634428,0.0,,0.0
2024-12-05,CS.PA,32.83000183105469,33.65999984741211,32.75,33.650001525878906,5932880,0.0,,0.0
2024-12-06,CS.PA,33.560001373291016,34.2599983215332,33.47999954223633,34.0,5287313,0.0,,0.0
2024-12-09,CS.PA,34.02000045776367,34.209999084472656,33.959999084472656,34.06999969482422,3658094,0.0,,0.0
2024-12-10,CS.PA,34.04999923706055,34.220001220703125,33.70000076293945,33.70000076293945,4791301,0.0,,0.0
2024-12-11,CS.PA,33.5099983215332,33.900001525878906,33.4900016784668,33.66999816894531,3225022,0.0,,0.0
2024-12-12,CS.PA,33.68000030517578,33.77000045776367,33.4900016784668,33.560001373291016,2852315,0.0,,0.0
2024-12-13,CS.PA,33.61000061035156,34.13999938964844,33.540000915527344,34.099998474121094,3877128,0.0,,0.0
2024-12-16,CS.PA,33.939998626708984,34.06999969482422,33.689998626708984,33.959999084472656,3138508,0.0,,0.0
2024-12-17,CS.PA,33.79999923706055,33.95000076293945,33.529998779296875,33.7400016784668,3511299,0.0,,0.0
2024-12-18,CS.PA,33.86000061035156,34.02000045776367,33.59000015258789,33.79999923706055,3890176,0.0,,0.0
2024-12-19,CS.PA,33.58000183105469,33.779998779296875,33.45000076293945,33.779998779296875,3637888,0.0,,0.0
2024-12-20,CS.PA,33.459999084472656,33.560001373291016,33.0099983215332,33.5099983215332,10458294,0.0,,0.0
2024-12-23,CS.PA,33.45000076293945,33.709999084472656,33.36000061035156,33.63999938964844,2214974,0.0,,0.0
2024-12-24,CS.PA,33.7599983215332,33.84000015258789,33.56999969482422,33.56999969482422,912264,0.0,,0.0
2024-12-27,CS.PA,33.58000183105469,34.08000183105469,33.54999923706055,34.08000183105469,2335781,0.0,,0.0
2024-12-30,CS.PA,33.90999984741211,34.400001525878906,33.900001525878906,34.119998931884766,2086778,0.0,,0.0
2024-12-31,CS.PA,34.0099983215332,34.36000061035156,33.95000076293945,34.31999969482422,859533,0.0,,0.0
2025-01-02,CS.PA,34.349998474121094,34.619998931884766,33.939998626708984,34.41999816894531,2418364,0.0,,0.0
2025-01-03,CS.PA,34.41999816894531,34.47999954223633,33.88999938964844,34.06999969482422,3257406,0.0,,0.0
2025-01-06,CS.PA,34.2400016784668,34.56999969482422,33.869998931884766,34.45000076293945,3544197,0.0,,0.0
2025-01-07,CS.PA,34.380001068115234,35.02000045776367,33.90999984741211,34.7599983215332,3854753,0.0,,0.0
2025-01-08,CS.PA,34.70000076293945,35.029998779296875,34.31999969482422,34.849998474121094,3226710,0.0,,0.0
2025-01-09,CS.PA,34.63999938964844,34.72999954223633,34.290000915527344,34.40999984741211,2771033,0.0,,0.0
2025-01-10,CS.PA,34.2400016784668,34.54999923706055,33.779998779296875,33.84000015258789,3872889,0.0,,0.0
2025-01-13,CS.PA,33.619998931884766,33.689998626708984,33.16999816894531,33.47999954223633,3211352,0.0,,0.0
2025-01-14,CS.PA,33.79999923706055,33.95000076293945,33.560001373291016,33.65999984741211,3407363,0.0,,0.0
2025-01-15,CS.PA,33.939998626708984,34.5,33.869998931884766,34.400001525878906,5182708,0.0,,0.0
2025-01-16,CS.PA,34.349998474121094,35.099998474121094,34.119998931884766,35.08000183105469,4383239,0.0,,0.0
2025-01-17,CS.PA,35.2599983215332,35.540000915527344,35.18000030517578,35.36000061035156,4440865,0.0,,0.0
2025-01-20,CS.PA,35.29999923706055,35.52000045776367,35.2599983215332,35.34000015258789,3307881,0.0,,0.0
