Date,Products,ISIN,Place,Exec Place,Qty,Buying_value,Actual_value,Total_Actual_value_for_day,Total_Buying_value_for_day,Product_pct_in_portfolio_for_day,Value_diff,Percentage_diff
2025-01-21,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,20639.252700805664,19944.06641,0.0,0.0,
2025-01-22,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,20654.560050964355,19944.06641,0.0,0.0,
2025-01-23,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,20948.618354797363,19944.06641,0.0,0.0,
2025-01-24,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,20736.957244873047,19944.06641,0.0,0.0,
2025-01-25,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,24242.557373046875,23452.666537999998,0.0,0.0,
2025-01-26,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,24242.557373046875,23452.666537999998,0.0,0.0,
2025-01-27,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,23954.43389892578,23452.666537999998,0.0,0.0,
2025-01-28,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,24568.3504486084,24033.166537999998,0.0,0.0,
2025-01-29,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,24945.533237457275,24033.166537999998,0.0,0.0,
2025-01-30,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,25077.168045043945,24033.166537999998,0.0,0.0,
2025-01-31,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,25227.365398406982,24033.166537999998,0.0,0.0,
2025-02-01,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,25227.365398406982,24033.166537999998,0.0,0.0,
2025-02-02,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,25227.365398406982,24033.166537999998,0.0,0.0,
2025-02-03,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,24782.13918685913,24033.166537999998,0.0,0.0,
2025-02-04,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,24904.28602218628,24033.166537999998,0.0,0.0,
2025-02-05,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,24958.340854644775,24033.166537999998,0.0,0.0,
2025-02-06,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,25693.00811767578,24033.166537999998,0.0,0.0,
2025-02-07,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,25579.5707321167,24033.166537999998,0.0,0.0,
2025-02-08,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,25579.5707321167,24033.166537999998,0.0,0.0,
2025-02-09,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,25579.5707321167,24033.166537999998,0.0,0.0,
2025-02-10,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,25526.985054016113,24033.166537999998,0.0,0.0,
2025-02-11,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,25873.3504486084,24033.166537999998,0.0,0.0,
2025-02-12,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,36300.32432556152,34395.270148,0.0,0.0,
2025-02-13,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,36869.32024002075,34395.270148,0.0,0.0,
2025-02-14,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,37051.28137588501,34395.270148,0.0,0.0,
2025-02-15,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,42681.281299591064,40028.270072,0.0,0.0,
2025-02-16,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,42681.281299591064,40028.270072,0.0,0.0,
2025-02-17,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,43281.691875457764,40028.270072,0.0,0.0,
2025-02-18,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,43380.00524520874,40028.270072,0.0,0.0,
2025-02-19,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,42633.802337646484,40028.270072,0.0,0.0,
2025-02-20,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,42462.97472000122,40028.270072,0.0,0.0,
2025-02-21,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,42744.29636001587,40028.270072,0.0,0.0,
2025-02-22,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,42744.29636001587,40028.270072,0.0,0.0,
2025-02-23,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,42744.29636001587,40028.270072,0.0,0.0,
2025-02-24,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,42167.77280807495,40028.270072,0.0,0.0,
2025-02-25,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,50195.836334228516,48204.269889,0.0,0.0,
2025-02-26,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,51523.90069961548,48204.269889,0.0,0.0,
2025-02-27,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,50686.499938964844,48204.269889,0.0,0.0,
2025-02-28,ASML,NL0010273215,EAM,XAMS,0,0.0,0.0,51078.348903656006,48204.269889,0.0,0.0,
2025-03-01,ASML,NL0010273215,EAM,XAMS,50,33935.00878,33929.998779296875,85008.34768295288,82139.27866899999,39.91372577413478,-5.010000703121477,-0.014763516743435118
2025-03-02,ASML,NL0010273215,EAM,XAMS,50,33935.00878,33929.998779296875,85008.34768295288,82139.27866899999,39.91372577413478,-5.010000703121477,-0.014763516743435118
2025-03-03,ASML,NL0010273215,EAM,XAMS,50,33935.00878,34514.99938964844,86471.99890136719,82139.27866899999,39.914654255902406,579.990609648441,1.709121731508923
2025-03-04,ASML,NL0010273215,EAM,XAMS,50,33935.00878,33025.0,82562.44066238403,82139.27866899999,40.00002874799509,-910.0087799999965,-2.681622350238851
2025-03-05,ASML,NL0010273215,EAM,XAMS,50,33935.00878,33635.00061035156,85745.30204772949,82139.27866899999,39.22663960251593,-300.008169648434,-0.8840668690949254
2025-03-06,ASML,NL0010273215,EAM,XAMS,50,33935.00878,33500.0,86994.65003967285,82139.27866899999,38.5081151366466,-435.0087799999965,-1.281887925299062
2025-03-07,ASML,NL0010273215,EAM,XAMS,50,33935.00878,33300.0,85299.55060958862,82139.27866899999,39.03889265772604,-635.0087799999965,-1.8712497884316048
2025-03-08,ASML,NL0010273215,EAM,XAMS,50,33935.00878,33300.0,85299.55060958862,82139.27866899999,39.03889265772604,-635.0087799999965,-1.8712497884316048
2025-03-09,ASML,NL0010273215,EAM,XAMS,50,33935.00878,33300.0,85299.55060958862,82139.27866899999,39.03889265772604,-635.0087799999965,-1.8712497884316048
2025-03-10,ASML,NL0010273215,EAM,XAMS,50,33935.00878,31950.0,82330.8490562439,82139.27866899999,38.806838950699415,-1985.0087799999965,-5.849442364576269
2025-03-11,ASML,NL0010273215,EAM,XAMS,50,33935.00878,31600.0,81149.79913711548,82139.27866899999,38.94033051961937,-2335.0087799999965,-6.880825625058219
2025-03-12,ASML,NL0010273215,EAM,XAMS,50,33935.00878,32275.0,82603.50116729736,82139.27866899999,39.07219372534011,-1660.0087799999965,-4.891729336985887
2025-03-13,ASML,NL0010273215,EAM,XAMS,50,33935.00878,32120.001220703125,82118.90142440796,82139.27866899999,39.11401719160869,-1815.0075592968715,-5.348481183734267
2025-03-14,ASML,NL0010273215,EAM,XAMS,50,33935.00878,32785.00061035156,83803.35090637207,82139.27866899999,39.12134807948202,-1150.008169648434,-3.3888547874082326
2025-03-15,ASML,NL0010273215,EAM,XAMS,50,33935.00878,32785.00061035156,83803.35090637207,82139.27866899999,39.12134807948202,-1150.008169648434,-3.3888547874082326
2025-03-16,ASML,NL0010273215,EAM,XAMS,50,33935.00878,32785.00061035156,83803.35090637207,82139.27866899999,39.12134807948202,-1150.008169648434,-3.3888547874082326
2025-03-17,ASML,NL0010273215,EAM,XAMS,50,33935.00878,33064.99938964844,84476.10006332397,82139.27866899999,39.14124748285331,-870.009390351559,-2.5637517762020128
2025-03-18,ASML,NL0010273215,EAM,XAMS,50,33935.00878,33295.001220703125,85554.75082397461,82139.27866899999,38.91660124077297,-640.0075592968715,-1.885980237830578
2025-03-19,ASML,NL0010273215,EAM,XAMS,50,33935.00878,33654.998779296875,86017.64862060547,82139.27866899999,39.12569027286203,-280.0100007031215,-0.8251360785506817
2025-03-20,ASML,NL0010273215,EAM,XAMS,50,33935.00878,33625.0,85536.64892196655,82139.27866899999,39.310635176595994,-310.0087799999965,-0.9135367608412227
2025-03-21,ASML,NL0010273215,EAM,XAMS,50,33935.00878,33035.00061035156,84257.70147323608,82139.27866899999,39.20709921198707,-900.008169648434,-2.6521524584925538
2025-03-22,ASML,NL0010273215,EAM,XAMS,50,33935.00878,33035.00061035156,84257.70147323608,82139.27866899999,39.20709921198707,-900.008169648434,-2.6521524584925538
2024-12-05,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1836.0000610351562,1839.000061,0.0,0.0,
2024-12-06,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1843.6000061035156,1839.000061,0.0,0.0,
2024-12-07,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1843.6000061035156,1839.000061,0.0,0.0,
2024-12-08,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1843.6000061035156,1839.000061,0.0,0.0,
2024-12-09,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1836.3999938964844,1839.000061,0.0,0.0,
2024-12-10,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1835.0,1839.000061,0.0,0.0,
2024-12-11,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1825.8000183105469,1839.000061,0.0,0.0,
2024-12-12,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1813.800048828125,1839.000061,0.0,0.0,
2024-12-13,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1783.3999633789062,1839.000061,0.0,0.0,
2024-12-14,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1783.3999633789062,1839.000061,0.0,0.0,
2024-12-15,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1783.3999633789062,1839.000061,0.0,0.0,
2024-12-16,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1776.3999938964844,1839.000061,0.0,0.0,
2024-12-17,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1834.7999572753906,1839.000061,0.0,0.0,
2024-12-18,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1836.0000610351562,1839.000061,0.0,0.0,
2024-12-19,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1830.0,1839.000061,0.0,0.0,
2024-12-20,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1825.5999755859375,1839.000061,0.0,0.0,
2024-12-21,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1825.5999755859375,1839.000061,0.0,0.0,
2024-12-22,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1825.5999755859375,1839.000061,0.0,0.0,
2024-12-23,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1835.5999755859375,1839.000061,0.0,0.0,
2024-12-24,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1835.0,1839.000061,0.0,0.0,
2024-12-25,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1835.0,1839.000061,0.0,0.0,
2024-12-26,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1835.0,1839.000061,0.0,0.0,
2024-12-27,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1865.5999755859375,1839.000061,0.0,0.0,
2024-12-28,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1865.5999755859375,1839.000061,0.0,0.0,
2024-12-29,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1865.5999755859375,1839.000061,0.0,0.0,
2024-12-30,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1862.7999877929688,1839.000061,0.0,0.0,
2024-12-31,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1874.7999572753906,1839.000061,0.0,0.0,
2025-01-01,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1874.7999572753906,1839.000061,0.0,0.0,
2025-01-02,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1886.3999938964844,1839.000061,0.0,0.0,
2025-01-03,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1857.4000549316406,1839.000061,0.0,0.0,
2025-01-04,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,1857.4000549316406,1839.000061,0.0,0.0,
2025-01-05,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,6420.144958496094,6403.744965,0.0,0.0,
2025-01-06,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,6609.8443603515625,6403.744965,0.0,0.0,
2025-01-07,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,6644.881210327148,6403.744965,0.0,0.0,
2025-01-08,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,6641.281204223633,6403.744965,0.0,0.0,
2025-01-09,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,6728.632583618164,6403.744965,0.0,0.0,
2025-01-10,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,6663.532485961914,6403.744965,0.0,0.0,
2025-01-11,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,6663.532485961914,6403.744965,0.0,0.0,
2025-01-12,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,6663.532485961914,6403.744965,0.0,0.0,
2025-01-13,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,6618.486862182617,6403.744965,0.0,0.0,
2025-01-14,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,6602.941207885742,6403.744965,0.0,0.0,
2025-01-15,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,8556.515350341797,8269.14502,0.0,0.0,
2025-01-16,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,8591.355209350586,8269.14502,0.0,0.0,
2025-01-17,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,8737.453422546387,8269.14502,0.0,0.0,
2025-01-18,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,8737.453422546387,8269.14502,0.0,0.0,
2025-01-19,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,8737.453422546387,8269.14502,0.0,0.0,
2025-01-20,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,20467.08179473877,19944.06641,0.0,0.0,
2025-01-21,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,20639.252700805664,19944.06641,0.0,0.0,
2025-01-22,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,20654.560050964355,19944.06641,0.0,0.0,
2025-01-23,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,20948.618354797363,19944.06641,0.0,0.0,
2025-01-24,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,20736.957244873047,19944.06641,0.0,0.0,
2025-01-25,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,24242.557373046875,23452.666537999998,0.0,0.0,
2025-01-26,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,24242.557373046875,23452.666537999998,0.0,0.0,
2025-01-27,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,23954.43389892578,23452.666537999998,0.0,0.0,
2025-01-28,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,24568.3504486084,24033.166537999998,0.0,0.0,
2025-01-29,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,24945.533237457275,24033.166537999998,0.0,0.0,
2025-01-30,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,25077.168045043945,24033.166537999998,0.0,0.0,
2025-01-31,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,25227.365398406982,24033.166537999998,0.0,0.0,
2025-02-01,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,25227.365398406982,24033.166537999998,0.0,0.0,
2025-02-02,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,25227.365398406982,24033.166537999998,0.0,0.0,
2025-02-03,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,24782.13918685913,24033.166537999998,0.0,0.0,
2025-02-04,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,24904.28602218628,24033.166537999998,0.0,0.0,
2025-02-05,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,24958.340854644775,24033.166537999998,0.0,0.0,
2025-02-06,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,25693.00811767578,24033.166537999998,0.0,0.0,
2025-02-07,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,25579.5707321167,24033.166537999998,0.0,0.0,
2025-02-08,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,25579.5707321167,24033.166537999998,0.0,0.0,
2025-02-09,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,25579.5707321167,24033.166537999998,0.0,0.0,
2025-02-10,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,25526.985054016113,24033.166537999998,0.0,0.0,
2025-02-11,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,25873.3504486084,24033.166537999998,0.0,0.0,
2025-02-12,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,36300.32432556152,34395.270148,0.0,0.0,
2025-02-13,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,36869.32024002075,34395.270148,0.0,0.0,
2025-02-14,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,37051.28137588501,34395.270148,0.0,0.0,
2025-02-15,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,42681.281299591064,40028.270072,0.0,0.0,
2025-02-16,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,42681.281299591064,40028.270072,0.0,0.0,
2025-02-17,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,43281.691875457764,40028.270072,0.0,0.0,
2025-02-18,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,43380.00524520874,40028.270072,0.0,0.0,
2025-02-19,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,42633.802337646484,40028.270072,0.0,0.0,
2025-02-20,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,42462.97472000122,40028.270072,0.0,0.0,
2025-02-21,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,42744.29636001587,40028.270072,0.0,0.0,
2025-02-22,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,42744.29636001587,40028.270072,0.0,0.0,
2025-02-23,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,42744.29636001587,40028.270072,0.0,0.0,
2025-02-24,SAP,DE0007164600,XETR,ETR,0,0.0,0.0,42167.77280807495,40028.270072,0.0,0.0,
2025-02-25,SAP,DE0007164600,XETR,ETR,30,8175.999817,8171.999816894531,50195.836334228516,48204.269889,16.28023440526291,-4.000000105468644,-0.04892368144568225
2025-02-26,SAP,DE0007164600,XETR,ETR,30,8175.999817,8256.000366210938,51523.90069961548,48204.269889,16.02363224466146,80.0005492109376,0.9784803204691365
2025-02-27,SAP,DE0007164600,XETR,ETR,30,8175.999817,8025.0,50686.499938964844,48204.269889,15.83261817182773,-150.9998169999999,-1.8468666876194462
2025-02-28,SAP,DE0007164600,XETR,ETR,30,8175.999817,7958.9996337890625,51078.348903656006,48204.269889,15.581943826730441,-217.0001832109374,-2.654111889285251
2025-03-01,SAP,DE0007164600,XETR,ETR,30,8175.999817,7958.9996337890625,85008.34768295288,82139.27866899999,9.362609497449528,-217.0001832109374,-2.654111889285251
2025-03-02,SAP,DE0007164600,XETR,ETR,30,8175.999817,7958.9996337890625,85008.34768295288,82139.27866899999,9.362609497449528,-217.0001832109374,-2.654111889285251
2025-03-03,SAP,DE0007164600,XETR,ETR,30,8175.999817,8146.4996337890625,86471.99890136719,82139.27866899999,9.420968333438468,-29.500183210937394,-0.36081438198664034
2025-03-04,SAP,DE0007164600,XETR,ETR,30,8175.999817,7768.5003662109375,82562.44066238403,82139.27866899999,9.409242633678968,-407.4994507890624,-4.984093198507252
2025-03-05,SAP,DE0007164600,XETR,ETR,30,8175.999817,7941.0003662109375,85745.30204772949,82139.27866899999,9.261149213505176,-234.9994507890624,-2.87425949179253
2025-03-06,SAP,DE0007164600,XETR,ETR,30,8175.999817,7840.500183105469,86994.65003967285,82139.27866899999,9.012623396415647,-335.49963389453114,-4.1034691952529325
2025-03-07,SAP,DE0007164600,XETR,ETR,30,8175.999817,7630.500183105469,85299.55060958862,82139.27866899999,8.94553386105145,-545.4996338945311,-6.671962403427377
2025-03-08,SAP,DE0007164600,XETR,ETR,30,8175.999817,7630.500183105469,85299.55060958862,82139.27866899999,8.94553386105145,-545.4996338945311,-6.671962403427377
2025-03-09,SAP,DE0007164600,XETR,ETR,30,8175.999817,7630.500183105469,85299.55060958862,82139.27866899999,8.94553386105145,-545.4996338945311,-6.671962403427377
2025-03-10,SAP,DE0007164600,XETR,ETR,30,8175.999817,7265.999908447266,82330.8490562439,82139.27866899999,8.825367394770259,-909.9999085527343,-11.130136116938399
2025-03-11,SAP,DE0007164600,XETR,ETR,30,8175.999817,7159.499816894531,81149.79913711548,82139.27866899999,8.822572443829984,-1016.5000001054686,-12.432730220858183
2025-03-12,SAP,DE0007164600,XETR,ETR,30,8175.999817,7276.500091552734,82603.50116729736,82139.27866899999,8.80894875970886,-899.4997254472655,-11.001709216981329
2025-03-13,SAP,DE0007164600,XETR,ETR,30,8175.999817,7106.999816894531,82118.90142440796,82139.27866899999,8.654523737676474,-1069.0000001054686,-13.074853522901794
2025-03-14,SAP,DE0007164600,XETR,ETR,30,8175.999817,7278.000183105469,83803.35090637207,82139.27866899999,8.684617147632553,-897.9996338945311,-10.983361717148766
2025-03-15,SAP,DE0007164600,XETR,ETR,30,8175.999817,7278.000183105469,83803.35090637207,82139.27866899999,8.684617147632553,-897.9996338945311,-10.983361717148766
2025-03-16,SAP,DE0007164600,XETR,ETR,30,8175.999817,7278.000183105469,83803.35090637207,82139.27866899999,8.684617147632553,-897.9996338945311,-10.983361717148766
2025-03-17,SAP,DE0007164600,XETR,ETR,30,8175.999817,7278.000183105469,84476.10006332397,82139.27866899999,8.615454758978954,-897.9996338945311,-10.983361717148766
2025-03-18,SAP,DE0007164600,XETR,ETR,30,8175.999817,7400.999908447266,85554.75082397461,82139.27866899999,8.650600740658481,-774.9999085527343,-9.478961911683397
2025-03-19,SAP,DE0007164600,XETR,ETR,30,8175.999817,7450.500183105469,86017.64862060547,82139.27866899999,8.661594803604881,-725.4996338945311,-8.873528010434043
2025-03-20,SAP,DE0007164600,XETR,ETR,30,8175.999817,7504.499816894531,85536.64892196655,82139.27866899999,8.773432103636353,-671.5000001054686,-8.213062807428738
2025-03-21,SAP,DE0007164600,XETR,ETR,30,8175.999817,7558.499908447266,84257.70147323608,82139.27866899999,8.97069321413684,-617.4999085527343,-7.5525920055525635
2025-03-22,SAP,DE0007164600,XETR,ETR,30,8175.999817,7558.499908447266,84257.70147323608,82139.27866899999,8.97069321413684,-617.4999085527343,-7.5525920055525635
2024-12-05,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1836.0000610351562,1839.000061,0.0,0.0,
2024-12-06,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1843.6000061035156,1839.000061,0.0,0.0,
2024-12-07,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1843.6000061035156,1839.000061,0.0,0.0,
2024-12-08,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1843.6000061035156,1839.000061,0.0,0.0,
2024-12-09,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1836.3999938964844,1839.000061,0.0,0.0,
2024-12-10,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1835.0,1839.000061,0.0,0.0,
2024-12-11,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1825.8000183105469,1839.000061,0.0,0.0,
2024-12-12,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1813.800048828125,1839.000061,0.0,0.0,
2024-12-13,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1783.3999633789062,1839.000061,0.0,0.0,
2024-12-14,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1783.3999633789062,1839.000061,0.0,0.0,
2024-12-15,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1783.3999633789062,1839.000061,0.0,0.0,
2024-12-16,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1776.3999938964844,1839.000061,0.0,0.0,
2024-12-17,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1834.7999572753906,1839.000061,0.0,0.0,
2024-12-18,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1836.0000610351562,1839.000061,0.0,0.0,
2024-12-19,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1830.0,1839.000061,0.0,0.0,
2024-12-20,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1825.5999755859375,1839.000061,0.0,0.0,
2024-12-21,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1825.5999755859375,1839.000061,0.0,0.0,
2024-12-22,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1825.5999755859375,1839.000061,0.0,0.0,
2024-12-23,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1835.5999755859375,1839.000061,0.0,0.0,
2024-12-24,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1835.0,1839.000061,0.0,0.0,
2024-12-25,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1835.0,1839.000061,0.0,0.0,
2024-12-26,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1835.0,1839.000061,0.0,0.0,
2024-12-27,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1865.5999755859375,1839.000061,0.0,0.0,
2024-12-28,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1865.5999755859375,1839.000061,0.0,0.0,
2024-12-29,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1865.5999755859375,1839.000061,0.0,0.0,
2024-12-30,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1862.7999877929688,1839.000061,0.0,0.0,
2024-12-31,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1874.7999572753906,1839.000061,0.0,0.0,
2025-01-01,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1874.7999572753906,1839.000061,0.0,0.0,
2025-01-02,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1886.3999938964844,1839.000061,0.0,0.0,
2025-01-03,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1857.4000549316406,1839.000061,0.0,0.0,
2025-01-04,Siemens,DE0007236101,XETR,ETR,0,0.0,0.0,1857.4000549316406,1839.000061,0.0,0.0,
2025-01-05,Siemens,DE0007236101,XETR,ETR,25,4564.744904,4562.744903564453,6420.144958496094,6403.744965,71.06918820464246,-2.0000004355470082,-0.04381406798426885
2025-01-06,Siemens,DE0007236101,XETR,ETR,25,4564.744904,4716.644287109375,6609.8443603515625,6403.744965,71.35787213692439,151.89938310937487,3.3276642244842267
2025-01-07,Siemens,DE0007236101,XETR,ETR,25,4564.744904,4727.881240844727,6644.881210327148,6403.744965,71.15072626876889,163.13633684472643,3.5738324983236875
2025-01-08,Siemens,DE0007236101,XETR,ETR,25,4564.744904,4727.881240844727,6641.281204223633,6403.744965,71.18929458728464,163.13633684472643,3.5738324983236875
2025-01-09,Siemens,DE0007236101,XETR,ETR,25,4564.744904,4802.632522583008,6728.632583618164,6403.744965,71.3760554302774,237.88761858300768,5.211411011698622
2025-01-10,Siemens,DE0007236101,XETR,ETR,25,4564.744904,4751.332473754883,6663.532485961914,6403.744965,71.3035088185513,186.58756975488268,4.087579342963492
2025-01-11,Siemens,DE0007236101,XETR,ETR,25,4564.744904,4751.332473754883,6663.532485961914,6403.744965,71.3035088185513,186.58756975488268,4.087579342963492
2025-01-12,Siemens,DE0007236101,XETR,ETR,25,4564.744904,4751.332473754883,6663.532485961914,6403.744965,71.3035088185513,186.58756975488268,4.087579342963492
